director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genre_1,genre_2,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,return_on_investment
Edward Zwick,60,122,380,2000,Morgan Freeman,18000,26830000,Drama,War,Denzel Washington,Glory ,101888,32930,Matthew Broderick,3,army|black soldier|military uniform|prejudice|u.s. civil war,365,USA,R,18000000,1989,11000,7.9,0,8830000,49.05555555555556
Sergio Leone,111,251,0,642,Burt Young,22000,5300000,Crime,NA,Robert De Niro,Once Upon a Time in America ,221000,24719,Treat Williams,8,1920s|ambiguity|childhood friend|new york|speakeasy,495,Others,R,30000000,1984,683,8.4,12000,-24700000,-82.33333333333334
Niels Arden Oplev,217,118,76,174,Isabelle Huppert,3000,10880926,Action,Drama,Dominic Cooper,Dead Man Down ,54147,4253,James Biberi,2,crime lord|dead body|dead body in a freezer|new york city|truck explosion,127,USA,R,30000000,2013,678,6.5,0,-19119074,-63.730246666666666
Michael Radford,117,131,53,548,Mackenzie Crook,14000,3752725,Drama,NA,Al Pacino,The Merchant of Venice ,29715,16252,Kris Marshall,3,debt|jew|loan|merchant|pound of flesh,161,USA,R,18000000,2004,871,7.1,0,-14247275,-79.15152777777777
Neil Jordan,105,109,277,345,Saïd Taghmaoui,2000,3517797,Action,Drama,Emir Kusturica,The Good Thief ,9004,2759,Tchéky Karyo,0,casino|french riviera|gambler|heist|partner,103,Others,R,25000000,2002,378,6.6,287,-21482203,-85.928812
Chris Noonan,124,88,108,135,Bill Paterson,876,2975649,Biography,Romance,Emily Watson,Miss Potter ,23864,1518,Lucy Boynton,1,book|children|friend|illustrator|letter,142,Others,PG,30000000,2006,142,7,0,-27024351,-90.08117
Kaige Chen,90,103,45,107,Toby Leonard Moore,489,668171,Action,Fantasy,Dong-gun Jang,The Promise ,8215,949,Nicholas Tse,0,armor|general|king|princess|slave,132,Others,PG-13,60000000,2005,181,5.6,445,-59331829,-98.88638166666667
Corey Yuen,110,87,23,748,Holly Valance,826,480314,Action,NA,Steve Howey,DOA: Dead or Alive ,38503,4473,Sarah Carter,4,female fighter|island|martial arts|parachute|tournament,180,USA,PG-13,21000000,2006,816,4.8,0,-20519686,-97.71279047619048
Andrew Dominik,273,160,181,820,Jeremy Renner,11000,3904982,Biography,Drama,Brad Pitt,The Assassination of Jesse James by the Coward Robert Ford ,136104,22516,Sam Shepard,0,long title|outlaw|robbery|train|train robbery,415,USA,R,30000000,2007,10000,7.5,0,-26095018,-86.98339333333334
Li Zhang,63,121,0,187,Joan Chen,974,127437,Action,Drama,Bingbing Li,1911 ,4670,1887,Jaycee Chan,0,china|disarming someone|qing dynasty|stabbed with a bayonet|war violence,27,Others,R,18000000,2011,643,6,0,-17872563,-99.29201666666667
Marc Forster,134,129,395,313,Madeline Carroll,18000,537580,Action,Crime,Gerard Butler,Machine Gun Preacher ,52972,19620,Kathy Baker,1,africa|biker|church|orphanage|preacher,124,USA,R,30000000,2011,1000,6.8,21000,-29462420,-98.20806666666667
Elizabeth Banks,221,115,0,751,Birgitte Hjort Sørensen,10000,183436380,Comedy,NA,Anna Kendrick,Pitch Perfect 2 ,97697,13159,Hana Mae Lee,8,2010s|a cappella|box office hit|second part|sequel,185,USA,PG-13,29000000,2015,1000,6.5,40000,154436380,532.5392413793104
James Mangold,291,153,446,154,Dallas Roberts,523,119518352,Biography,Music,Sandra Ellis Lafferty,Walk the Line ,188637,1383,Tyler Hilton,0,1960s|accident|concert|guitar|prison,815,USA,PG-13,28000000,2005,405,7.9,11000,91518352,326.85125714285715
Edward Norton,148,128,0,754,Milos Forman,955,37036404,Comedy,Romance,Lisa Edelstein,Keeping the Faith ,44816,5404,Anne Bancroft,3,celibacy|jewish|priest|rabbi|synagogue,259,USA,PG-13,30000000,2000,869,6.4,0,7036404,23.45468
Peter Hewitt,42,89,12,373,Bradley Pierce,1000,22359293,Adventure,Family,Jim Broadbent,The Borrowers ,16222,2056,Mark Williams,0,child's point of view|house|lawyer|real estate|washing machine,39,Others,PG,29000000,1997,409,5.8,0,-6640707,-22.898989655172414
Ron Howard,302,122,2000,1000,Clint Howard,2000,18593156,Drama,NA,Toby Jones,Frost/Nixon ,88682,6161,Oliver Platt,1,american president|political drama|scandal|u.s. president|washington post the newspaper,241,USA,R,35000000,2008,1000,7.7,0,-16406844,-46.87669714285715
Reginald Hudlin,64,99,71,584,Jerry Stiller,2000,16930185,Comedy,NA,Matthew Perry,Serving Sara ,14315,4169,Vincent Pastore,2,divorce|divorce papers|new york|process server|texas,101,Others,PG-13,29000000,2002,719,5.3,201,-12069815,-41.62005172413793
Ben Falcone,154,99,265,265,Tyler Labine,22000,63034755,Comedy,NA,Peter Dinklage,The Boss ,16984,23562,Ben Falcone,1,business|girl scouts|orphanage|overweight woman|quitting a job,96,USA,R,29000000,2016,779,5.3,0,34034755,117.36122413793105
Richard Attenborough,17,147,0,400,Kevin McNally,18000,5899797,Biography,History,Denzel Washington,Cry Freedom ,9913,18855,Penelope Wilton,0,activist|editor|journalist|newspaper|south africa,51,Others,PG,29000000,1987,427,7.5,0,-23100203,-79.6558724137931
Lawrence Kasdan,65,112,759,933,Alfre Woodard,11000,4554569,Comedy,NA,Zooey Deschanel,Mumford ,8134,17873,Mary McDonnell,4,college|drugs|patient|psychologist|secret,123,USA,R,28000000,1999,1000,6.9,209,-23445431,-83.73368214285715
Don Mancini,148,88,64,363,Billy Boyd,1000,17016190,Comedy,Horror,Jason Flemyng,Seed of Chucky ,28632,2567,Hannah Spearritt,0,actress|killer doll|murder|vixen|vomiting,214,Others,R,12000000,2004,857,4.9,0,5016190,41.80158333333333
John Maybury,161,94,11,566,Jason Lewis,1000,6301131,Drama,Sci-Fi,Jennifer Jason Leigh,The Jacket ,92850,5085,Angel Coulby,0,gulf war veteran|morgue|shot in the head|vermont|veteran,263,USA,R,29000000,2005,948,7.1,0,-22698869,-78.27196206896552
Ron Clements,124,90,63,631,Frank Welker,49000,217350219,Adventure,Comedy,Robin Williams,Aladdin ,260939,52970,Scott Weinger,0,arab|genie|magic|princess|reference to a thousand and one nights,244,USA,G,28000000,1992,2000,8,0,189350219,676.2507821428571
F. Gary Gray,349,167,473,303,Neil Brown Jr.,559,161029270,Biography,Drama,Aldis Hodge,Straight Outta Compton ,119928,2702,R. Marcos Taylor,0,concert|gangsta rap|hip hop|nwa|rap music,331,USA,R,28000000,2015,427,7.9,76000,133029270,475.1045357142857
Steven Spielberg,148,118,14000,237,Amrish Puri,11000,179870271,Action,NA,Harrison Ford,Indiana Jones and the Temple of Doom ,329969,11898,Kate Capshaw,2,children|studio logo segues into film|temple|village|white dinner jacket,524,USA,PG,28000000,1984,429,7.6,0,151870271,542.393825
Igor Kovalyov,45,83,5,368,Cree Summer,971,100491683,Adventure,Comedy,Elizabeth Daily,The Rugrats Movie ,14005,3438,Christine Cavanaugh,0,baby|home|hospital|lost|newborn baby,67,USA,G,24000000,1998,503,5.9,418,76491683,318.71534583333334
Lee Tamahori,133,104,93,878,Billy Burke,11000,74058698,Crime,Thriller,Morgan Freeman,Along Came a Spider ,59232,17109,Monica Potter,0,kidnapping|partner|ransom|school|secret service,317,USA,R,60000000,2001,2000,6.3,0,14058698,23.431163333333334
Robert Rodriguez,178,102,0,876,Salma Hayek,40000,55845943,Action,Thriller,Johnny Depp,Once Upon a Time in Mexico ,130094,46186,Enrique Iglesias,1,agent|cia|mariachi|mexican|president,471,USA,R,29000000,2003,4000,6.4,0,26845943,92.5722172413793
John McTiernan,233,131,323,541,Bruce Willis,25000,81350242,Action,NA,Alan Rickman,Die Hard ,592582,40585,Reginald VelJohnson,0,christmas|christmas eve|christmas party|held at gunpoint|hostage,722,USA,R,28000000,1988,13000,8.2,25000,53350242,190.53657857142855
David Wain,173,101,136,526,Ken Marino,833,67266300,Comedy,NA,Joe Lo Truglio,Role Models ,195255,3400,Bobb'e J. Thompson,1,absent father|big brother|community service|live action role playing|peter pan syndrome,170,Others,R,28000000,2008,543,6.9,0,39266300,140.2367857142857
Adam McKay,426,130,285,767,Christian Bale,33000,70235322,Biography,Drama,Ryan Gosling,The Big Short ,182983,57308,Charlie Talbert,4,bank|banking|finance|fraud|mortgage,374,USA,R,28000000,2015,23000,7.8,99000,42235322,150.84043571428572
Ang Lee,210,120,0,210,Kevin Chamberlin,579,7443007,Comedy,Music,Imelda Staunton,Taking Woodstock ,24663,1500,Demetri Martin,12,female full frontal nudity|female nudity|male frontal nudity|male full frontal nudity|male nudity,71,USA,R,30000000,2009,489,6.7,0,-22556993,-75.18997666666667
Gavin O'Connor,129,135,149,250,Noah Emmerich,639,64371181,Biography,History,Eddie Cahill,Miracle ,36636,1845,Kenneth Mitchell,0,1980s|hockey|ice hockey|olympics|soviet union,289,USA,PG,28000000,2004,617,7.5,0,36371181,129.897075
Zack Snyder,287,110,0,1000,Kevin Zegers,3000,58885635,Action,Thriller,Ty Burrell,Dawn of the Dead ,194422,10438,Mekhi Phifer,0,mall|mayhem|nurse|rear entry sex|survival horror,1057,USA,R,26000000,2004,2000,7.4,7000,32885635,126.48321153846153
Adam Shankman,108,103,163,968,Judy Greer,11000,60400856,Comedy,NA,Matthew McConaughey,The Wedding Planner ,61317,17533,Alex Rocco,2,chick flick|doctor|horseback riding|wedding|wedding planner,229,Others,PG-13,35000000,2001,2000,5.2,0,25400856,72.5738742857143
Wes Anderson,220,110,0,327,Anjelica Huston,13000,52353636,Comedy,NA,Bill Murray,The Royal Tenenbaums ,209133,14609,Seymour Cassel,1,brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window,962,USA,R,21000000,2001,1000,7.6,0,31353636,149.30302857142857
James Mangold,136,91,446,660,Rebecca De Mornay,1000,51475962,Mystery,NA,Clea DuVall,Identity ,177828,3969,Jake Busey,0,dissociative identity disorder|motel room key|murder|storm|stranded,714,USA,R,30000000,2003,872,7.3,11000,21475962,71.58654
Jon Turteltaub,222,105,226,966,Morgan Freeman,22000,63910583,Comedy,NA,Robert De Niro,Last Vegas ,106755,35694,Romany Malco,2,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,173,USA,PG-13,28000000,2013,11000,6.6,27000,35910583,128.25208214285715
John Glen,112,127,46,244,Topol,844,62300000,Action,Thriller,Julian Glover,For Your Eyes Only ,72085,2118,Desmond Llewelyn,1,agent|british|ice skater|ship|spy,263,Others,PG,28000000,1981,402,6.8,2000,34300000,122.50000000000001
Peter Chelsom,122,82,23,6,David Sparrow,11,49968653,Comedy,NA,Lilli Lavine,Serendipity ,85423,37,Ann Talman,0,christmas|destiny|fate|love|serendipity,374,USA,PG-13,28000000,2001,9,6.9,12000,21968653,78.459475
Peter Hyams,62,99,0,186,Bruce McGill,664,44450000,Action,Sci-Fi,Mia Sara,Timecop ,44394,2010,Gloria Reuben,1,cop|corrupt politician|future|senator|time travel,115,Others,R,27000000,1994,655,5.8,0,17450000,64.62962962962962
Ben Stiller,135,90,0,8000,Alexander Skarsgård,14000,45162741,Comedy,NA,Milla Jovovich,Zoolander ,201084,34565,Will Ferrell,0,fashion|malaysia|male model|reporter|rival,523,Others,PG-13,28000000,2001,10000,6.6,0,17162741,61.29550357142857
Lasse Hallström,184,115,529,325,Noah Lomax,576,71346930,Drama,Thriller,David Lyons,Safe Haven ,78008,1554,Mimi Kirkland,0,abusive husband|chick flick|north carolina|secret|widower,160,USA,PG-13,28000000,2013,447,6.7,23000,43346930,154.8104642857143
Kenny Ortega,36,96,197,115,Omri Katz,580,39514713,Comedy,Fantasy,Vinessa Shaw,Hocus Pocus ,60494,1275,Larry Bagby,0,candle|cat|halloween|spell|virgin,132,USA,PG,28000000,1993,336,6.7,16000,11514713,41.123975
Scott Hicks,171,104,96,559,Lily Rabe,943,43097652,Comedy,Romance,Zoë Kravitz,No Reservations ,59068,3497,Bob Balaban,2,chef|cooking|guardian|kitchen|restaurant,128,USA,PG,28000000,2007,763,6.3,0,15097652,53.920185714285715
Matthew Vaughn,447,117,905,385,Deborah Twiss,553,48043505,Action,NA,Elizabeth McGovern,Kick-Ass ,435864,2357,Michael Rispoli,1,comic book|female killer|hit in the crotch|narrated by character|reference to batman,801,Others,R,30000000,2010,488,7.7,36000,18043505,60.14501666666666
Ruben Fleischer,220,83,181,459,Dilshad Vadsaria,731,37053924,Action,Crime,Bianca Kajlich,30 Minutes or Less ,77935,1987,Fred Ward,3,bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal,122,Others,R,28000000,2011,579,6.1,0,9053924,32.33544285714286
Patrick Lussier,122,99,71,1000,Danny Masterson,18000,33000377,Action,Horror,Gerard Butler,Dracula 2000 ,27378,23344,Jeri Ryan,0,dracula|gothic|painting|rescue|van helsing,365,USA,R,28000000,2000,1000,4.9,0,5000377,17.858489285714285
Miguel Arteta,119,81,44,3000,Steve Carell,35000,66950483,Comedy,NA,Bella Thorne,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",29738,47677,Jennifer Garner,6,bad day|based on book|birthday|job interview|long title,85,USA,PG,28000000,2014,7000,6.2,12000,38950483,139.10886785714285
Joe Wright,177,135,456,241,Brenda Blethyn,422,38372662,Drama,NA,Talulah Riley,Pride & Prejudice ,193455,1083,Simon Woods,2,bachelor|england|gentleman|georgian|love,1058,Others,PG,28000000,2005,286,7.8,17000,10372662,37.04522142857143
Ridley Scott,302,117,0,521,Sean Young,11000,27000000,Sci-Fi,NA,Harrison Ford,Blade Runner ,461609,13877,M. Emmet Walsh,2,artificial intelligence|human android relationship|megacorporation|police detective|tech noir,1168,USA,R,28000000,1982,759,8.2,34000,-1000000,-3.571428571428571
Michael Caton-Jones,44,139,105,902,Jason Flemyng,14000,31600000,Adventure,NA,Liam Neeson,Rob Roy ,34427,16125,Eric Stoltz,1,18th century|highlands|scotland|sexual cruelty|sword fight,126,USA,R,28000000,1995,1000,6.9,0,3600000,12.857142857142856
McG,211,123,368,114,Richard Sammel,933,30688364,Action,Thriller,Connie Nielsen,3 Days to Kill ,69355,1286,Tómas Lemarquis,0,cancer|estranged wife|leather dress|spy|terrorist,211,USA,PG-13,28000000,2014,194,6.2,10000,2688364,9.6013
James Gray,222,117,115,97,Oleg Taktarov,3000,28563179,Crime,Thriller,Robert Duvall,We Own the Night ,72693,3681,Antoni Corone,4,arrest|drugs|loyalty|raid|violence,199,USA,R,21000000,2007,327,6.9,0,7563179,36.0151380952381
Janusz Kaminski,100,97,710,258,Bob Clendenin,497,16779636,Drama,Thriller,Philip Baker Hall,Lost Souls ,9338,1805,Ben Chaplin,2,faith|mental patient|priest|scheme|teacher,167,USA,R,28000000,2000,347,4.8,209,-11220364,-40.07272857142857
Jacques Perrin,100,81,63,NA,Philippe Labro,63,10762178,Documentary,NA,Jacques Perrin,Winged Migration ,10369,66,NA,0,arctic|bad weather|flight|migration|ocean,153,Others,G,160000000,2001,3,8,1000,-149237822,-93.27363875
Donald Petrie,98,103,80,585,Carlos Ponce,806,17324744,Comedy,Romance,Samaire Armstrong,Just My Luck ,44103,3211,Faizon Love,3,bad luck|band|kiss|luck|masquerade,149,USA,PG-13,28000000,2006,591,5.3,0,-10675256,-38.12591428571429
Jay Roach,74,119,116,385,Mary McCormack,738,8888143,Comedy,Sport,Scott Grimes,"Mystery, Alaska ",22250,2171,Ron Eldard,0,alaska|male nudity|nudity|sex|small town,123,Others,R,28000000,1999,428,6.7,913,-19111857,-68.25663214285714
Brian Levant,97,94,32,453,Amber Valletta,1000,24268828,Action,Family,Madeline Carroll,The Spy Next Door ,29971,3436,George Lopez,4,chinese|cia|single mother|spy|terrorist,71,USA,PG,28000000,2010,626,5.4,0,-3731172,-13.325614285714286
Michael Ritchie,21,89,23,899,Francis Capra,1000,8119205,Comedy,Fantasy,Mara Wilson,A Simple Wish ,4288,5535,Kathleen Turner,3,8 year old|convention|magic|magic wand|male fairy godmother,21,USA,PG,28000000,1997,937,5.4,517,-19880795,-71.00283928571429
John Carpenter,156,98,0,900,Clea DuVall,26000,8434601,Action,Sci-Fi,Jason Statham,Ghosts of Mars ,43006,28867,Natasha Henstridge,5,head on a stake|machine gun|martian|nuclear reactor|outer space,460,USA,R,28000000,2001,1000,4.9,0,-19565399,-69.876425
David Gordon Green,125,107,234,660,Zoe Kazan,1000,6998324,Comedy,NA,Dominic Flores,Our Brand Is Crisis ,11476,3944,Scoot McNairy,2,bolivia|box office flop|inspired by documentary|presidential campaign|year 2002,50,USA,R,28000000,2015,962,6.1,0,-21001676,-75.00598571428571
Burr Steers,225,108,23,845,Bella Heathcote,2000,10907291,Action,Romance,Matt Smith,Pride and Prejudice and Zombies ,23775,4710,Sam Riley,0,based on novel|damsel in distress|deception|england|zombie,134,USA,PG-13,28000000,2016,860,5.8,73000,-17092709,-61.04538928571429
Martin Scorsese,85,134,17000,0,Tulku Jamyang Kunga Tenzin,2,5532301,Biography,History,Tenzin Thuthob Tsarong,Kundun ,21606,4,Tencho Gyalpo,0,chinese|dalai lama|lama|tibet|tibetan,117,USA,PG-13,28000000,1997,2,7,0,-22467699,-80.24178214285715
Robert B. Weide,135,110,53,87,Katherine Parkinson,480,2775593,Comedy,Romance,James Corden,How to Lose Friends & Alienate People ,61269,858,Fenella Woolgar,4,celebrity|party|pig|starlet|writer,98,Others,R,27000000,2008,261,6.5,0,-24224407,-89.72002592592592
Jeff Wadlow,350,103,65,405,Donald Faison,17000,28751715,Action,Crime,Chloë Grace Moretz,Kick-Ass 2 ,202967,19168,Augustus Prew,0,hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero,378,USA,R,28000000,2013,927,6.6,36000,751715,2.6846964285714288
Camille Delamarre,177,100,11,561,Robert Maillet,23000,20285518,Action,Drama,Paul Walker,Brick Mansions ,32103,25387,RZA,2,bare chested male bondage|crime lord|die hard scenario|two word title|undercover,112,Others,PG-13,28000000,2014,727,5.7,0,-7714482,-27.55172142857143
John Glen,106,131,46,293,Kabir Bedi,594,67900000,Action,Thriller,Louis Jourdan,Octopussy ,74374,1898,Steven Berkoff,0,agent|egg|faberge egg|general|russian,225,Others,PG,27500000,1983,303,6.6,0,40400000,146.9090909090909
Judd Apatow,251,133,0,529,Martin Starr,11000,148734225,Comedy,NA,Harold Ramis,Knocked Up ,298590,12874,Charlyne Yi,2,one night stand|pregnancy|slacker|unplanned pregnancy|website,559,USA,R,30000000,2007,985,7,0,118734225,395.78075
Nick Cassavetes,148,109,415,228,Sofia Vassilieva,673,49185998,Drama,NA,Jason Patric,My Sister's Keeper ,74476,1775,Jeffrey Markle,2,hospital|leukemia|oncology|sick child|terminal illness,184,USA,PG-13,30000000,2009,489,7.4,15000,19185998,63.95332666666667
Malcolm D. Lee,76,114,92,436,Mike Epps,940,42168445,Comedy,Romance,Mo'Nique,"Welcome Home, Roscoe Jenkins ",10791,3565,Cedric the Entertainer,3,african american protagonist|comma in title|four word title|name in title|talk show host,39,USA,PG-13,35000000,2008,706,5.3,464,7168445,20.48127142857143
David Lean,52,164,767,162,Judy Davis,358,26400000,Adventure,History,Richard Wilson,A Passage to India ,12980,1334,Art Malik,0,doctor|english|india|magistrate|mosque,89,Others,PG,16000000,1984,223,7.4,845,10400000,65
Richard Eyre,220,92,14,78,Andrew Simpson,386,17508670,Crime,Romance,Phil Davis,Notes on a Scandal ,64625,646,Shaun Parkes,0,age difference|school|student|teacher|writing,281,Others,R,15000000,2006,99,7.4,0,2508670,16.724466666666668
Gavin Hood,131,122,151,11000,Jake Gyllenhaal,24000,9664316,Drama,NA,J.K. Simmons,Rendition ,47203,50950,Meryl Streep,2,american|bare chested male bondage|cia|detention|interrogation,197,USA,R,27500000,2007,15000,6.8,0,-17835684,-64.85703272727272
Nicholas Meyer,112,110,120,664,Kurtwood Smith,12000,74888996,Action,Sci-Fi,Leonard Nimoy,Star Trek VI: The Undiscovered Country ,55513,16230,Nichelle Nichols,0,captain|explosion|klingon|moon|peace,188,USA,PG,30000000,1991,1000,7.2,0,44888996,149.62998666666667
Callie Khouri,93,116,144,477,Fionnula Flanagan,1000,69586544,Drama,NA,Ellen Burstyn,Divine Secrets of the Ya-Ya Sisterhood ,15352,3845,Matthew Settle,4,flashback|interview|louisiana|playwright|secret society,199,USA,PG-13,27000000,2002,482,6,0,42586544,157.72794074074073
Jon Favreau,370,106,4000,591,Bill Murray,19000,362645141,Adventure,Family,Scarlett Johansson,The Jungle Book ,106221,32921,Garry Shandling,0,fire|jungle|remake|tiger|wolf,398,Others,PG,175000000,2016,13000,7.8,65000,187645141,107.22579485714286
Gary Fleder,83,115,39,685,Tony Goldwyn,11000,60491560,Crime,Mystery,Morgan Freeman,Kiss the Girls ,50653,14322,Tatyana Ali,1,detective|kidnapping|punching a heavy bag|serial killer|tied to a tree,143,USA,R,27000000,1997,956,6.6,0,33491560,124.0428148148148
John Landis,125,148,644,326,Aretha Franklin,1000,54200000,Action,Crime,John Belushi,The Blues Brothers ,142448,2566,Ray Charles,1,band|catholic|money|parolee|prison,319,USA,R,27000000,1980,809,7.9,14000,27200000,100.74074074074073
